fundoo,base,be,65809,Thu Nov  8 03:23:45 2018,,,149.99,99.99,,fundoo,base,be,33932,Thu Nov  8 03:23:45 2018,,,6.99,,,,fundoo,base,be,43050,Thu Nov  8 03:23:45 2018,,,69.99,59.99,,fundoo,base,be,34075,Thu Nov  8 03:23:45 2018,,,4.99,,,,fundoo,base,be,60580,Thu Nov  8 03:23:45 2018,,,26.99,,,
fundoo,base,be,65809,Thu Nov  8 03:23:45 2018,,,149.99,99.99,,fundoo,base,be,33932,Thu Nov  8 03:23:45 2018,,,6.99,,,,fundoo,base,be,43050,Thu Nov  8 03:23:45 2018,,,69.99,59.99,,fundoo,base,be,34075,Thu Nov  8 03:23:45 2018,,,4.99,,,,fundoo,base,be,60580,Thu Nov  8 03:23:45 2018,,,26.99,,,,fundoo,base,be,12352,Thu Nov  8 03:23:45 2018,,,49.99,39.99,
fundoo,base,be,65809,Thu Nov  8 03:23:45 2018,,,149.99,99.99,,fundoo,base,be,33932,Thu Nov  8 03:23:45 2018,,,6.99,,,,fundoo,base,be,43050,Thu Nov  8 03:23:45 2018,,,69.99,59.99,,fundoo,base,be,34075,Thu Nov  8 03:23:45 2018,,,4.99,,,,fundoo,base,be,60580,Thu Nov  8 03:23:45 2018,,,26.99,,,,fundoo,base,be,12352,Thu Nov  8 03:23:45 2018,,,49.99,39.99,,fundoo,base,be,62827,Thu Nov  8 03:23:45 2018,,,49.99,,,
fundoo,base,be,65809,Thu Nov  8 03:23:45 2018,,,149.99,99.99,,fundoo,base,be,33932,Thu Nov  8 03:23:45 2018,,,6.99,,,,fundoo,base,be,43050,Thu Nov  8 03:23:45 2018,,,69.99,59.99,,fundoo,base,be,34075,Thu Nov  8 03:23:45 2018,,,4.99,,,,fundoo,base,be,60580,Thu Nov  8 03:23:45 2018,,,26.99,,,,fundoo,base,be,12352,Thu Nov  8 03:23:45 2018,,,49.99,39.99,,fundoo,base,be,62827,Thu Nov  8 03:23:45 2018,,,49.99,,,,fundoo,base,be,60496,Thu Nov  8 03:23:45 2018,,,99.99,,,
fundoo,base,be,65809,Thu Nov  8 03:23:45 2018,,,149.99,99.99,,fundoo,base,be,33932,Thu Nov  8 03:23:45 2018,,,6.99,,,,fundoo,base,be,43050,Thu Nov  8 03:23:45 2018,,,69.99,59.99,,fundoo,base,be,34075,Thu Nov  8 03:23:45 2018,,,4.99,,,,fundoo,base,be,60580,Thu Nov  8 03:23:45 2018,,,26.99,,,,fundoo,base,be,12352,Thu Nov  8 03:23:45 2018,,,49.99,39.99,,fundoo,base,be,62827,Thu Nov  8 03:23:45 2018,,,49.99,,,,fundoo,base,be,60496,Thu Nov  8 03:23:45 2018,,,99.99,,,,fundoo,base,be,14674,Thu Nov  8 03:23:45 2018,,,139.99,,,
fundoo,base,be,65809,Thu Nov  8 03:23:45 2018,,,149.99,99.99,,fundoo,base,be,33932,Thu Nov  8 03:23:45 2018,,,6.99,,,,fundoo,base,be,43050,Thu Nov  8 03:23:45 2018,,,69.99,59.99,,fundoo,base,be,34075,Thu Nov  8 03:23:45 2018,,,4.99,,,,fundoo,base,be,60580,Thu Nov  8 03:23:45 2018,,,26.99,,,,fundoo,base,be,12352,Thu Nov  8 03:23:45 2018,,,49.99,39.99,,fundoo,base,be,62827,Thu Nov  8 03:23:45 2018,,,49.99,,,,fundoo,base,be,60496,Thu Nov  8 03:23:45 2018,,,99.99,,,,fundoo,base,be,14674,Thu Nov  8 03:23:45 2018,,,139.99,,,,fundoo,base,be,60368,Thu Nov  8 03:23:45 2018,,,99.99,,,
fundoo,base,be,65809,Thu Nov  8 03:23:45 2018,,,149.99,99.99,,fundoo,base,be,33932,Thu Nov  8 03:23:45 2018,,,6.99,,,,fundoo,base,be,43050,Thu Nov  8 03:23:45 2018,,,69.99,59.99,,fundoo,base,be,34075,Thu Nov  8 03:23:45 2018,,,4.99,,,,fundoo,base,be,60580,Thu Nov  8 03:23:45 2018,,,26.99,,,,fundoo,base,be,12352,Thu Nov  8 03:23:45 2018,,,49.99,39.99,,fundoo,base,be,62827,Thu Nov  8 03:23:45 2018,,,49.99,,,,fundoo,base,be,60496,Thu Nov  8 03:23:45 2018,,,99.99,,,,fundoo,base,be,14674,Thu Nov  8 03:23:45 2018,,,139.99,,,,fundoo,base,be,60368,Thu Nov  8 03:23:45 2018,,,99.99,,,,fundoo,base,be,12336,Thu Nov  8 03:23:45 2018,,,49.99,39.99,
fundoo,base,be,65809,Thu Nov  8 03:23:45 2018,,,149.99,99.99,,fundoo,base,be,33932,Thu Nov  8 03:23:45 2018,,,6.99,,,,fundoo,base,be,43050,Thu Nov  8 03:23:45 2018,,,69.99,59.99,,fundoo,base,be,34075,Thu Nov  8 03:23:45 2018,,,4.99,,,,fundoo,base,be,60580,Thu Nov  8 03:23:45 2018,,,26.99,,,,fundoo,base,be,12352,Thu Nov  8 03:23:45 2018,,,49.99,39.99,,fundoo,base,be,62827,Thu Nov  8 03:23:45 2018,,,49.99,,,,fundoo,base,be,60496,Thu Nov  8 03:23:45 2018,,,99.99,,,,fundoo,base,be,14674,Thu Nov  8 03:23:45 2018,,,139.99,,,,fundoo,base,be,60368,Thu Nov  8 03:23:45 2018,,,99.99,,,,fundoo,base,be,12336,Thu Nov  8 03:23:45 2018,,,49.99,39.99,,fundoo,base,be,42344,Thu Nov  8 03:23:45 2018,,,39.99,12.0,
fundoo,base,be,65809,Thu Nov  8 03:23:45 2018,,,149.99,99.99,,fundoo,base,be,33932,Thu Nov  8 03:23:45 2018,,,6.99,,,,fundoo,base,be,43050,Thu Nov  8 03:23:45 2018,,,69.99,59.99,,fundoo,base,be,34075,Thu Nov  8 03:23:45 2018,,,4.99,,,,fundoo,base,be,60580,Thu Nov  8 03:23:45 2018,,,26.99,,,,fundoo,base,be,12352,Thu Nov  8 03:23:45 2018,,,49.99,39.99,,fundoo,base,be,62827,Thu Nov  8 03:23:45 2018,,,49.99,,,,fundoo,base,be,60496,Thu Nov  8 03:23:45 2018,,,99.99,,,,fundoo,base,be,14674,Thu Nov  8 03:23:45 2018,,,139.99,,,,fundoo,base,be,60368,Thu Nov  8 03:23:45 2018,,,99.99,,,,fundoo,base,be,12336,Thu Nov  8 03:23:45 2018,,,49.99,39.99,,fundoo,base,be,42344,Thu Nov  8 03:23:45 2018,,,39.99,12.0,,fundoo,base,be,73649,Thu Nov  8 03:23:45 2018,,,19.99,14.99,
fundoo,base,be,65809,Thu Nov  8 03:23:45 2018,,,149.99,99.99,,fundoo,base,be,33932,Thu Nov  8 03:23:45 2018,,,6.99,,,,fundoo,base,be,43050,Thu Nov  8 03:23:45 2018,,,69.99,59.99,,fundoo,base,be,34075,Thu Nov  8 03:23:45 2018,,,4.99,,,,fundoo,base,be,60580,Thu Nov  8 03:23:45 2018,,,26.99,,,,fundoo,base,be,12352,Thu Nov  8 03:23:45 2018,,,49.99,39.99,,fundoo,base,be,62827,Thu Nov  8 03:23:45 2018,,,49.99,,,,fundoo,base,be,60496,Thu Nov  8 03:23:45 2018,,,99.99,,,,fundoo,base,be,14674,Thu Nov  8 03:23:45 2018,,,139.99,,,,fundoo,base,be,60368,Thu Nov  8 03:23:45 2018,,,99.99,,,,fundoo,base,be,12336,Thu Nov  8 03:23:45 2018,,,49.99,39.99,,fundoo,base,be,42344,Thu Nov  8 03:23:45 2018,,,39.99,12.0,,fundoo,base,be,73649,Thu Nov  8 03:23:45 2018,,,19.99,14.99,,fundoo,base,be,67953,Thu Nov  8 03:23:45 2018,,,12.99,7.99,
fundoo,base,be,65809,Thu Nov  8 03:23:45 2018,,,149.99,99.99,,fundoo,base,be,33932,Thu Nov  8 03:23:45 2018,,,6.99,,,,fundoo,base,be,43050,Thu Nov  8 03:23:45 2018,,,69.99,59.99,,fundoo,base,be,34075,Thu Nov  8 03:23:45 2018,,,4.99,,,,fundoo,base,be,60580,Thu Nov  8 03:23:45 2018,,,26.99,,,,fundoo,base,be,12352,Thu Nov  8 03:23:45 2018,,,49.99,39.99,,fundoo,base,be,62827,Thu Nov  8 03:23:45 2018,,,49.99,,,,fundoo,base,be,60496,Thu Nov  8 03:23:45 2018,,,99.99,,,,fundoo,base,be,14674,Thu Nov  8 03:23:45 2018,,,139.99,,,,fundoo,base,be,60368,Thu Nov  8 03:23:45 2018,,,99.99,,,,fundoo,base,be,12336,Thu Nov  8 03:23:45 2018,,,49.99,39.99,,fundoo,base,be,42344,Thu Nov  8 03:23:45 2018,,,39.99,12.0,,fundoo,base,be,73649,Thu Nov  8 03:23:45 2018,,,19.99,14.99,,fundoo,base,be,67953,Thu Nov  8 03:23:45 2018,,,12.99,7.99,,fundoo,base,be,67949,Thu Nov  8 03:23:45 2018,,,12.99,7.99,
fundoo,base,be,65809,Thu Nov  8 03:23:45 2018,,,149.99,99.99,,fundoo,base,be,33932,Thu Nov  8 03:23:45 2018,,,6.99,,,,fundoo,base,be,43050,Thu Nov  8 03:23:45 2018,,,69.99,59.99,,fundoo,base,be,34075,Thu Nov  8 03:23:45 2018,,,4.99,,,,fundoo,base,be,60580,Thu Nov  8 03:23:45 2018,,,26.99,,,,fundoo,base,be,12352,Thu Nov  8 03:23:45 2018,,,49.99,39.99,,fundoo,base,be,62827,Thu Nov  8 03:23:45 2018,,,49.99,,,,fundoo,base,be,60496,Thu Nov  8 03:23:45 2018,,,99.99,,,,fundoo,base,be,14674,Thu Nov  8 03:23:45 2018,,,139.99,,,,fundoo,base,be,60368,Thu Nov  8 03:23:45 2018,,,99.99,,,,fundoo,base,be,12336,Thu Nov  8 03:23:45 2018,,,49.99,39.99,,fundoo,base,be,42344,Thu Nov  8 03:23:45 2018,,,39.99,12.0,,fundoo,base,be,73649,Thu Nov  8 03:23:45 2018,,,19.99,14.99,,fundoo,base,be,67953,Thu Nov  8 03:23:45 2018,,,12.99,7.99,,fundoo,base,be,67949,Thu Nov  8 03:23:45 2018,,,12.99,7.99,,fundoo,base,be,27879,Thu Nov  8 03:23:45 2018,,,29.99,,,
fundoo,base,be,65809,Thu Nov  8 03:23:45 2018,,,149.99,99.99,,fundoo,base,be,33932,Thu Nov  8 03:23:45 2018,,,6.99,,,,fundoo,base,be,43050,Thu Nov  8 03:23:45 2018,,,69.99,59.99,,fundoo,base,be,34075,Thu Nov  8 03:23:45 2018,,,4.99,,,,fundoo,base,be,60580,Thu Nov  8 03:23:45 2018,,,26.99,,,,fundoo,base,be,12352,Thu Nov  8 03:23:45 2018,,,49.99,39.99,,fundoo,base,be,62827,Thu Nov  8 03:23:45 2018,,,49.99,,,,fundoo,base,be,60496,Thu Nov  8 03:23:45 2018,,,99.99,,,,fundoo,base,be,14674,Thu Nov  8 03:23:45 2018,,,139.99,,,,fundoo,base,be,60368,Thu Nov  8 03:23:45 2018,,,99.99,,,,fundoo,base,be,12336,Thu Nov  8 03:23:45 2018,,,49.99,39.99,,fundoo,base,be,42344,Thu Nov  8 03:23:45 2018,,,39.99,12.0,,fundoo,base,be,73649,Thu Nov  8 03:23:45 2018,,,19.99,14.99,,fundoo,base,be,67953,Thu Nov  8 03:23:45 2018,,,12.99,7.99,,fundoo,base,be,67949,Thu Nov  8 03:23:45 2018,,,12.99,7.99,,fundoo,base,be,27879,Thu Nov  8 03:23:45 2018,,,29.99,,,,fundoo,base,be,62826,Thu Nov  8 03:23:45 2018,,,49.99,,,
fundoo,base,be,65809,Thu Nov  8 03:23:45 2018,,,149.99,99.99,,fundoo,base,be,33932,Thu Nov  8 03:23:45 2018,,,6.99,,,,fundoo,base,be,43050,Thu Nov  8 03:23:45 2018,,,69.99,59.99,,fundoo,base,be,34075,Thu Nov  8 03:23:45 2018,,,4.99,,,,fundoo,base,be,60580,Thu Nov  8 03:23:45 2018,,,26.99,,,,fundoo,base,be,12352,Thu Nov  8 03:23:45 2018,,,49.99,39.99,,fundoo,base,be,62827,Thu Nov  8 03:23:45 2018,,,49.99,,,,fundoo,base,be,60496,Thu Nov  8 03:23:45 2018,,,99.99,,,,fundoo,base,be,14674,Thu Nov  8 03:23:45 2018,,,139.99,,,,fundoo,base,be,60368,Thu Nov  8 03:23:45 2018,,,99.99,,,,fundoo,base,be,12336,Thu Nov  8 03:23:45 2018,,,49.99,39.99,,fundoo,base,be,42344,Thu Nov  8 03:23:45 2018,,,39.99,12.0,,fundoo,base,be,73649,Thu Nov  8 03:23:45 2018,,,19.99,14.99,,fundoo,base,be,67953,Thu Nov  8 03:23:45 2018,,,12.99,7.99,,fundoo,base,be,67949,Thu Nov  8 03:23:45 2018,,,12.99,7.99,,fundoo,base,be,27879,Thu Nov  8 03:23:45 2018,,,29.99,,,,fundoo,base,be,62826,Thu Nov  8 03:23:45 2018,,,49.99,,,,fundoo,base,be,22944,Thu Nov  8 03:23:45 2018,,,159.99,,,
fundoo,base,be,65809,Thu Nov  8 03:23:45 2018,,,149.99,99.99,,fundoo,base,be,33932,Thu Nov  8 03:23:45 2018,,,6.99,,,,fundoo,base,be,43050,Thu Nov  8 03:23:45 2018,,,69.99,59.99,,fundoo,base,be,34075,Thu Nov  8 03:23:45 2018,,,4.99,,,,fundoo,base,be,60580,Thu Nov  8 03:23:45 2018,,,26.99,,,,fundoo,base,be,12352,Thu Nov  8 03:23:45 2018,,,49.99,39.99,,fundoo,base,be,62827,Thu Nov  8 03:23:45 2018,,,49.99,,,,fundoo,base,be,60496,Thu Nov  8 03:23:45 2018,,,99.99,,,,fundoo,base,be,14674,Thu Nov  8 03:23:45 2018,,,139.99,,,,fundoo,base,be,60368,Thu Nov  8 03:23:45 2018,,,99.99,,,,fundoo,base,be,12336,Thu Nov  8 03:23:45 2018,,,49.99,39.99,,fundoo,base,be,42344,Thu Nov  8 03:23:45 2018,,,39.99,12.0,,fundoo,base,be,73649,Thu Nov  8 03:23:45 2018,,,19.99,14.99,,fundoo,base,be,67953,Thu Nov  8 03:23:45 2018,,,12.99,7.99,,fundoo,base,be,67949,Thu Nov  8 03:23:45 2018,,,12.99,7.99,,fundoo,base,be,27879,Thu Nov  8 03:23:45 2018,,,29.99,,,,fundoo,base,be,62826,Thu Nov  8 03:23:45 2018,,,49.99,,,,fundoo,base,be,22944,Thu Nov  8 03:23:45 2018,,,159.99,,,,fundoo,base,be,36423,Thu Nov  8 03:23:45 2018,,,99.99,,,
fundoo,base,be,65809,Thu Nov  8 03:23:45 2018,,,149.99,99.99,,fundoo,base,be,33932,Thu Nov  8 03:23:45 2018,,,6.99,,,,fundoo,base,be,43050,Thu Nov  8 03:23:45 2018,,,69.99,59.99,,fundoo,base,be,34075,Thu Nov  8 03:23:45 2018,,,4.99,,,,fundoo,base,be,60580,Thu Nov  8 03:23:45 2018,,,26.99,,,,fundoo,base,be,12352,Thu Nov  8 03:23:45 2018,,,49.99,39.99,,fundoo,base,be,62827,Thu Nov  8 03:23:45 2018,,,49.99,,,,fundoo,base,be,60496,Thu Nov  8 03:23:45 2018,,,99.99,,,,fundoo,base,be,14674,Thu Nov  8 03:23:45 2018,,,139.99,,,,fundoo,base,be,60368,Thu Nov  8 03:23:45 2018,,,99.99,,,,fundoo,base,be,12336,Thu Nov  8 03:23:45 2018,,,49.99,39.99,,fundoo,base,be,42344,Thu Nov  8 03:23:45 2018,,,39.99,12.0,,fundoo,base,be,73649,Thu Nov  8 03:23:45 2018,,,19.99,14.99,,fundoo,base,be,67953,Thu Nov  8 03:23:45 2018,,,12.99,7.99,,fundoo,base,be,67949,Thu Nov  8 03:23:45 2018,,,12.99,7.99,,fundoo,base,be,27879,Thu Nov  8 03:23:45 2018,,,29.99,,,,fundoo,base,be,62826,Thu Nov  8 03:23:45 2018,,,49.99,,,,fundoo,base,be,22944,Thu Nov  8 03:23:45 2018,,,159.99,,,,fundoo,base,be,36423,Thu Nov  8 03:23:45 2018,,,99.99,,,,fundoo,base,be,60369,Thu Nov  8 03:23:45 2018,,,99.99,,,
fundoo,base,be,65809,Thu Nov  8 03:23:45 2018,,,149.99,99.99,,fundoo,base,be,33932,Thu Nov  8 03:23:45 2018,,,6.99,,,,fundoo,base,be,43050,Thu Nov  8 03:23:45 2018,,,69.99,59.99,,fundoo,base,be,34075,Thu Nov  8 03:23:45 2018,,,4.99,,,,fundoo,base,be,60580,Thu Nov  8 03:23:45 2018,,,26.99,,,,fundoo,base,be,12352,Thu Nov  8 03:23:45 2018,,,49.99,39.99,,fundoo,base,be,62827,Thu Nov  8 03:23:45 2018,,,49.99,,,,fundoo,base,be,60496,Thu Nov  8 03:23:45 2018,,,99.99,,,,fundoo,base,be,14674,Thu Nov  8 03:23:45 2018,,,139.99,,,,fundoo,base,be,60368,Thu Nov  8 03:23:45 2018,,,99.99,,,,fundoo,base,be,12336,Thu Nov  8 03:23:45 2018,,,49.99,39.99,,fundoo,base,be,42344,Thu Nov  8 03:23:45 2018,,,39.99,12.0,,fundoo,base,be,73649,Thu Nov  8 03:23:45 2018,,,19.99,14.99,,fundoo,base,be,67953,Thu Nov  8 03:23:45 2018,,,12.99,7.99,,fundoo,base,be,67949,Thu Nov  8 03:23:45 2018,,,12.99,7.99,,fundoo,base,be,27879,Thu Nov  8 03:23:45 2018,,,29.99,,,,fundoo,base,be,62826,Thu Nov  8 03:23:45 2018,,,49.99,,,,fundoo,base,be,22944,Thu Nov  8 03:23:45 2018,,,159.99,,,,fundoo,base,be,36423,Thu Nov  8 03:23:45 2018,,,99.99,,,,fundoo,base,be,60369,Thu Nov  8 03:23:45 2018,,,99.99,,,,fundoo,base,be,22945,Thu Nov  8 03:23:45 2018,,,269.99,,,
fundoo,base,be,65809,Thu Nov  8 03:23:45 2018,,,149.99,99.99,,fundoo,base,be,33932,Thu Nov  8 03:23:45 2018,,,6.99,,,,fundoo,base,be,43050,Thu Nov  8 03:23:45 2018,,,69.99,59.99,,fundoo,base,be,34075,Thu Nov  8 03:23:45 2018,,,4.99,,,,fundoo,base,be,60580,Thu Nov  8 03:23:45 2018,,,26.99,,,,fundoo,base,be,12352,Thu Nov  8 03:23:45 2018,,,49.99,39.99,,fundoo,base,be,62827,Thu Nov  8 03:23:45 2018,,,49.99,,,,fundoo,base,be,60496,Thu Nov  8 03:23:45 2018,,,99.99,,,,fundoo,base,be,14674,Thu Nov  8 03:23:45 2018,,,139.99,,,,fundoo,base,be,60368,Thu Nov  8 03:23:45 2018,,,99.99,,,,fundoo,base,be,12336,Thu Nov  8 03:23:45 2018,,,49.99,39.99,,fundoo,base,be,42344,Thu Nov  8 03:23:45 2018,,,39.99,12.0,,fundoo,base,be,73649,Thu Nov  8 03:23:45 2018,,,19.99,14.99,,fundoo,base,be,67953,Thu Nov  8 03:23:45 2018,,,12.99,7.99,,fundoo,base,be,67949,Thu Nov  8 03:23:45 2018,,,12.99,7.99,,fundoo,base,be,27879,Thu Nov  8 03:23:45 2018,,,29.99,,,,fundoo,base,be,62826,Thu Nov  8 03:23:45 2018,,,49.99,,,,fundoo,base,be,22944,Thu Nov  8 03:23:45 2018,,,159.99,,,,fundoo,base,be,36423,Thu Nov  8 03:23:45 2018,,,99.99,,,,fundoo,base,be,60369,Thu Nov  8 03:23:45 2018,,,99.99,,,,fundoo,base,be,22945,Thu Nov  8 03:23:45 2018,,,269.99,,,,fundoo,base,be,27925,Thu Nov  8 03:23:45 2018,,,17.99,,,
fundoo,base,be,65809,Thu Nov  8 03:23:45 2018,,,149.99,99.99,,fundoo,base,be,33932,Thu Nov  8 03:23:45 2018,,,6.99,,,,fundoo,base,be,43050,Thu Nov  8 03:23:45 2018,,,69.99,59.99,,fundoo,base,be,34075,Thu Nov  8 03:23:45 2018,,,4.99,,,,fundoo,base,be,60580,Thu Nov  8 03:23:45 2018,,,26.99,,,,fundoo,base,be,12352,Thu Nov  8 03:23:45 2018,,,49.99,39.99,,fundoo,base,be,62827,Thu Nov  8 03:23:45 2018,,,49.99,,,,fundoo,base,be,60496,Thu Nov  8 03:23:45 2018,,,99.99,,,,fundoo,base,be,14674,Thu Nov  8 03:23:45 2018,,,139.99,,,,fundoo,base,be,60368,Thu Nov  8 03:23:45 2018,,,99.99,,,,fundoo,base,be,12336,Thu Nov  8 03:23:45 2018,,,49.99,39.99,,fundoo,base,be,42344,Thu Nov  8 03:23:45 2018,,,39.99,12.0,,fundoo,base,be,73649,Thu Nov  8 03:23:45 2018,,,19.99,14.99,,fundoo,base,be,67953,Thu Nov  8 03:23:45 2018,,,12.99,7.99,,fundoo,base,be,67949,Thu Nov  8 03:23:45 2018,,,12.99,7.99,,fundoo,base,be,27879,Thu Nov  8 03:23:45 2018,,,29.99,,,,fundoo,base,be,62826,Thu Nov  8 03:23:45 2018,,,49.99,,,,fundoo,base,be,22944,Thu Nov  8 03:23:45 2018,,,159.99,,,,fundoo,base,be,36423,Thu Nov  8 03:23:45 2018,,,99.99,,,,fundoo,base,be,60369,Thu Nov  8 03:23:45 2018,,,99.99,,,,fundoo,base,be,22945,Thu Nov  8 03:23:45 2018,,,269.99,,,,fundoo,base,be,27925,Thu Nov  8 03:23:45 2018,,,17.99,,,,fundoo,base,be,62520,Thu Nov  8 03:23:45 2018,,,49.99,,,
fundoo,base,be,65809,Thu Nov  8 03:23:45 2018,,,149.99,99.99,,fundoo,base,be,33932,Thu Nov  8 03:23:45 2018,,,6.99,,,,fundoo,base,be,43050,Thu Nov  8 03:23:45 2018,,,69.99,59.99,,fundoo,base,be,34075,Thu Nov  8 03:23:45 2018,,,4.99,,,,fundoo,base,be,60580,Thu Nov  8 03:23:45 2018,,,26.99,,,,fundoo,base,be,12352,Thu Nov  8 03:23:45 2018,,,49.99,39.99,,fundoo,base,be,62827,Thu Nov  8 03:23:45 2018,,,49.99,,,,fundoo,base,be,60496,Thu Nov  8 03:23:45 2018,,,99.99,,,,fundoo,base,be,14674,Thu Nov  8 03:23:45 2018,,,139.99,,,,fundoo,base,be,60368,Thu Nov  8 03:23:45 2018,,,99.99,,,,fundoo,base,be,12336,Thu Nov  8 03:23:45 2018,,,49.99,39.99,,fundoo,base,be,42344,Thu Nov  8 03:23:45 2018,,,39.99,12.0,,fundoo,base,be,73649,Thu Nov  8 03:23:45 2018,,,19.99,14.99,,fundoo,base,be,67953,Thu Nov  8 03:23:45 2018,,,12.99,7.99,,fundoo,base,be,67949,Thu Nov  8 03:23:45 2018,,,12.99,7.99,,fundoo,base,be,27879,Thu Nov  8 03:23:45 2018,,,29.99,,,,fundoo,base,be,62826,Thu Nov  8 03:23:45 2018,,,49.99,,,,fundoo,base,be,22944,Thu Nov  8 03:23:45 2018,,,159.99,,,,fundoo,base,be,36423,Thu Nov  8 03:23:45 2018,,,99.99,,,,fundoo,base,be,60369,Thu Nov  8 03:23:45 2018,,,99.99,,,,fundoo,base,be,22945,Thu Nov  8 03:23:45 2018,,,269.99,,,,fundoo,base,be,27925,Thu Nov  8 03:23:45 2018,,,17.99,,,,fundoo,base,be,62520,Thu Nov  8 03:23:45 2018,,,49.99,,,,fundoo,base,be,36106,Thu Nov  8 03:23:45 2018,,,59.99,41.99,
fundoo,base,be,65809,Thu Nov  8 03:23:45 2018,,,149.99,99.99,,fundoo,base,be,33932,Thu Nov  8 03:23:45 2018,,,6.99,,,,fundoo,base,be,43050,Thu Nov  8 03:23:45 2018,,,69.99,59.99,,fundoo,base,be,34075,Thu Nov  8 03:23:45 2018,,,4.99,,,,fundoo,base,be,60580,Thu Nov  8 03:23:45 2018,,,26.99,,,,fundoo,base,be,12352,Thu Nov  8 03:23:45 2018,,,49.99,39.99,,fundoo,base,be,62827,Thu Nov  8 03:23:45 2018,,,49.99,,,,fundoo,base,be,60496,Thu Nov  8 03:23:45 2018,,,99.99,,,,fundoo,base,be,14674,Thu Nov  8 03:23:45 2018,,,139.99,,,,fundoo,base,be,60368,Thu Nov  8 03:23:45 2018,,,99.99,,,,fundoo,base,be,12336,Thu Nov  8 03:23:45 2018,,,49.99,39.99,,fundoo,base,be,42344,Thu Nov  8 03:23:45 2018,,,39.99,12.0,,fundoo,base,be,73649,Thu Nov  8 03:23:45 2018,,,19.99,14.99,,fundoo,base,be,67953,Thu Nov  8 03:23:45 2018,,,12.99,7.99,,fundoo,base,be,67949,Thu Nov  8 03:23:45 2018,,,12.99,7.99,,fundoo,base,be,27879,Thu Nov  8 03:23:45 2018,,,29.99,,,,fundoo,base,be,62826,Thu Nov  8 03:23:45 2018,,,49.99,,,,fundoo,base,be,22944,Thu Nov  8 03:23:45 2018,,,159.99,,,,fundoo,base,be,36423,Thu Nov  8 03:23:45 2018,,,99.99,,,,fundoo,base,be,60369,Thu Nov  8 03:23:45 2018,,,99.99,,,,fundoo,base,be,22945,Thu Nov  8 03:23:45 2018,,,269.99,,,,fundoo,base,be,27925,Thu Nov  8 03:23:45 2018,,,17.99,,,,fundoo,base,be,62520,Thu Nov  8 03:23:45 2018,,,49.99,,,,fundoo,base,be,36106,Thu Nov  8 03:23:45 2018,,,59.99,41.99,,fundoo,base,be,42345,Thu Nov  8 03:23:45 2018,,,39.99,12.0,
fundoo,base,be,65809,Thu Nov  8 03:23:45 2018,,,149.99,99.99,,fundoo,base,be,33932,Thu Nov  8 03:23:45 2018,,,6.99,,,,fundoo,base,be,43050,Thu Nov  8 03:23:45 2018,,,69.99,59.99,,fundoo,base,be,34075,Thu Nov  8 03:23:45 2018,,,4.99,,,,fundoo,base,be,60580,Thu Nov  8 03:23:45 2018,,,26.99,,,,fundoo,base,be,12352,Thu Nov  8 03:23:45 2018,,,49.99,39.99,,fundoo,base,be,62827,Thu Nov  8 03:23:45 2018,,,49.99,,,,fundoo,base,be,60496,Thu Nov  8 03:23:45 2018,,,99.99,,,,fundoo,base,be,14674,Thu Nov  8 03:23:45 2018,,,139.99,,,,fundoo,base,be,60368,Thu Nov  8 03:23:45 2018,,,99.99,,,,fundoo,base,be,12336,Thu Nov  8 03:23:45 2018,,,49.99,39.99,,fundoo,base,be,42344,Thu Nov  8 03:23:45 2018,,,39.99,12.0,,fundoo,base,be,73649,Thu Nov  8 03:23:45 2018,,,19.99,14.99,,fundoo,base,be,67953,Thu Nov  8 03:23:45 2018,,,12.99,7.99,,fundoo,base,be,67949,Thu Nov  8 03:23:45 2018,,,12.99,7.99,,fundoo,base,be,27879,Thu Nov  8 03:23:45 2018,,,29.99,,,,fundoo,base,be,62826,Thu Nov  8 03:23:45 2018,,,49.99,,,,fundoo,base,be,22944,Thu Nov  8 03:23:45 2018,,,159.99,,,,fundoo,base,be,36423,Thu Nov  8 03:23:45 2018,,,99.99,,,,fundoo,base,be,60369,Thu Nov  8 03:23:45 2018,,,99.99,,,,fundoo,base,be,22945,Thu Nov  8 03:23:45 2018,,,269.99,,,,fundoo,base,be,27925,Thu Nov  8 03:23:45 2018,,,17.99,,,,fundoo,base,be,62520,Thu Nov  8 03:23:45 2018,,,49.99,,,,fundoo,base,be,36106,Thu Nov  8 03:23:45 2018,,,59.99,41.99,,fundoo,base,be,42345,Thu Nov  8 03:23:45 2018,,,39.99,12.0,,fundoo,base,be,27926,Thu Nov  8 03:23:45 2018,,,18.99,,,
